CustomerID,CommissionID,Type,Date,Period,PeriodNumber,Year,Amount,Currency,ProcessedDate,PayoutDate
CUST-001005,SalesCommission#WEEK#2024#12,SalesCommission,3/18/2024 12:00:00 AM,WEEK,12,2024,89.40,GBP,2/3/2025 4:09 AM,26/11/2024 1:05 AM
CUST-001005,SalesCommission#WEEK#2024#16,SalesCommission,4/15/2024 12:00:00 AM,WEEK,16,2024,234.60,GBP,2/3/2025 4:09 AM,
CUST-001005,SalesCommission#WEEK#2024#22,SalesCommission,5/27/2024 12:00:00 AM,WEEK,22,2024,67.20,GBP,2/3/2025 4:09 AM,
CUST-001005,SalesCommission#WEEK#2024#35,SalesCommission,8/26/2024 12:00:00 AM,WEEK,35,2024,123.70,GBP,2/3/2025 4:09 AM,
CUST-001005,SalesCommission#WEEK#2024#38,SalesCommission,9/16/2024 12:00:00 AM,WEEK,38,2024,189.25,GBP,2/3/2025 4:09 AM,
CUST-001005,SalesCommission#WEEK#2024#41,SalesCommission,10/7/2024 12:00:00 AM,WEEK,41,2024,45.80,GBP,2/3/2025 4:09 AM,
CUST-001005,SalesCommission#WEEK#2024#45,SalesCommission,11/4/2024 12:00:00 AM,WEEK,45,2024,278.90,GBP,2/3/2025 4:09 AM,
CUST-001005,SalesCommission#WEEK#2024#49,SalesCommission,12/2/2024 12:00:00 AM,WEEK,49,2024,156.80,GBP,2/3/2025 4:09 AM,8/5/2024 2:00 AM
CUST-001005,SalesCommission#WEEK#2025#5,SalesCommission,1/27/2025 12:00:00 AM,WEEK,5,2025,234.60,GBP,14/3/2025 1:05:33 AM,
CUST-001005,SalesCommission#WEEK#2025#7,SalesCommission,2/10/2025 12:00:00 AM,WEEK,7,2025,32.50,GBP,5/3/2025 2:04:18 AM,
CUST-001005,SalesCommission#WEEK#2025#9,SalesCommission,2/24/2025 12:00:00 AM,WEEK,9,2025,123.70,GBP,11/2/2025 1:02:51 AM,
CUST-001006,SalesCommission#WEEK#2024#1,SalesCommission,1/1/2024 12:00:00 AM,WEEK,1,2024,234.70,SGD,2/3/2025 4:09 AM,
CUST-001006,SalesCommission#WEEK#2024#5,SalesCommission,1/29/2024 12:00:00 AM,WEEK,5,2024,134.60,SGD,2/3/2025 4:09 AM,
CUST-001006,SalesCommission#WEEK#2024#18,SalesCommission,4/29/2024 12:00:00 AM,WEEK,18,2024,98.70,SGD,2/3/2025 4:09 AM,
CUST-001006,SalesCommission#WEEK#2024#24,SalesCommission,6/10/2024 12:00:00 AM,WEEK,24,2024,167.80,SGD,2/3/2025 4:09 AM,
CUST-001006,SalesCommission#WEEK#2024#27,SalesCommission,7/1/2024 12:00:00 AM,WEEK,27,2024,58.90,SGD,2/3/2025 4:09 AM,
CUST-001006,SalesCommission#WEEK#2024#31,SalesCommission,7/29/2024 12:00:00 AM,WEEK,31,2024,267.90,SGD,2/3/2025 4:09 AM,23/10/2024 11:04 AM
CUST-001006,SalesCommission#WEEK#2024#37,SalesCommission,9/9/2024 12:00:00 AM,WEEK,37,2024,198.45,SGD,2/3/2025 4:09 AM,
CUST-001006,SalesCommission#WEEK#2024#42,SalesCommission,10/14/2024 12:00:00 AM,WEEK,42,2024,78.40,SGD,2/3/2025 4:09 AM,
CUST-001006,SalesCommission#WEEK#2024#51,SalesCommission,12/16/2024 12:00:00 AM,WEEK,51,2024,134.60,SGD,2/3/2025 4:09 AM,
CUST-001006,SalesCommission#WEEK#2025#3,SalesCommission,1/13/2025 12:00:00 AM,WEEK,3,2025,234.70,SGD,24/1/2025 2:00:19 AM,
CUST-001006,SalesCommission#WEEK#2025#6,SalesCommission,2/3/2025 12:00:00 AM,WEEK,6,2025,167.80,SGD,19/3/2025 1:01:42 AM,16/7/2025 12:01 AM
CUST-001007,SalesCommission#WEEK#2024#4,SalesCommission,1/22/2024 12:00:00 AM,WEEK,4,2024,223.80,EUR,2/3/2025 4:09 AM,
CUST-001007,SalesCommission#WEEK#2024#7,SalesCommission,2/12/2024 12:00:00 AM,WEEK,7,2024,156.90,EUR,2/3/2025 4:09 AM,
CUST-001007,SalesCommission#WEEK#2024#15,SalesCommission,4/8/2024 12:00:00 AM,WEEK,15,2024,134.20,EUR,2/3/2025 4:09 AM,
CUST-001007,SalesCommission#WEEK#2024#19,SalesCommission,5/6/2024 12:00:00 AM,WEEK,19,2024,267.50,EUR,2/3/2025 4:09 AM,
CUST-001007,SalesCommission#WEEK#2024#26,SalesCommission,6/24/2024 12:00:00 AM,WEEK,26,2024,78.40,EUR,2/3/2025 4:09 AM,
CUST-001007,SalesCommission#WEEK#2024#30,SalesCommission,7/22/2024 12:00:00 AM,WEEK,30,2024,298.75,EUR,2/3/2025 4:09 AM,6/2/2024 8:05 AM
CUST-001007,SalesCommission#WEEK#2024#33,SalesCommission,8/12/2024 12:00:00 AM,WEEK,33,2024,189.45,EUR,2/3/2025 4:09 AM,
CUST-001007,SalesCommission#WEEK#2024#37,SalesCommission,9/9/2024 12:00:00 AM,WEEK,37,2024,38.75,EUR,2/3/2025 4:09 AM,
CUST-001007,SalesCommission#WEEK#2024#44,SalesCommission,10/28/2024 12:00:00 AM,WEEK,44,2024,98.60,EUR,2/3/2025 4:09 AM,
CUST-001007,SalesCommission#WEEK#2024#47,SalesCommission,11/18/2024 12:00:00 AM,WEEK,47,2024,156.90,EUR,2/3/2025 4:09 AM,
CUST-001007,SalesCommission#WEEK#2024#52,SalesCommission,12/23/2024 12:00:00 AM,WEEK,52,2024,223.80,EUR,2/3/2025 4:09 AM,
CUST-001007,SalesCommission#WEEK#2025#2,SalesCommission,1/6/2025 12:00:00 AM,WEEK,2,2025,267.50,EUR,27/1/2025 2:03:25 AM,
CUST-001007,SalesCommission#WEEK#2025#8,SalesCommission,2/17/2025 12:00:00 AM,WEEK,8,2025,134.20,EUR,12/2/2025 2:04:37 AM,14/8/2025 6:02 AM
CUST-001008,SalesCommission#WEEK#2024#6,SalesCommission,2/5/2024 12:00:00 AM,WEEK,6,2024,289.60,PLN,2/3/2025 4:09 AM,
CUST-001008,SalesCommission#WEEK#2024#14,SalesCommission,4/1/2024 12:00:00 AM,WEEK,14,2024,234.70,PLN,2/3/2025 4:09 AM,
CUST-001008,SalesCommission#WEEK#2024#21,SalesCommission,5/20/2024 12:00:00 AM,WEEK,21,2024,345.80,PLN,2/3/2025 4:09 AM,
CUST-001008,SalesCommission#WEEK#2024#29,SalesCommission,7/15/2024 12:00:00 AM,WEEK,29,2024,145.60,PLN,2/3/2025 4:09 AM,19/4/2024 5:01 AM
CUST-001008,SalesCommission#WEEK#2024#34,SalesCommission,8/19/2024 12:00:00 AM,WEEK,34,2024,189.80,PLN,2/3/2025 4:09 AM,
CUST-001008,SalesCommission#WEEK#2024#39,SalesCommission,9/23/2024 12:00:00 AM,WEEK,39,2024,345.80,PLN,2/3/2025 4:09 AM,
CUST-001008,SalesCommission#WEEK#2024#43,SalesCommission,10/21/2024 12:00:00 AM,WEEK,43,2024,234.70,PLN,2/3/2025 4:09 AM,
CUST-001008,SalesCommission#WEEK#2024#48,SalesCommission,11/25/2024 12:00:00 AM,WEEK,48,2024,289.60,PLN,2/3/2025 4:09 AM,
CUST-001008,SalesCommission#WEEK#2025#4,SalesCommission,1/20/2025 12:00:00 AM,WEEK,4,2025,145.60,PLN,8/3/2025 1:01:11 AM,
CUST-001008,SalesCommission#WEEK#2025#10,SalesCommission,3/3/2025 12:00:00 AM,WEEK,10,2025,189.80,PLN,21/2/2025 2:05:36 AM,
CUST-001009,SalesCommission#WEEK#2024#2,SalesCommission,1/8/2024 12:00:00 AM,WEEK,2,2024,134.20,EUR,2/3/2025 4:09 AM,
CUST-001009,SalesCommission#WEEK#2024#8,SalesCommission,2/19/2024 12:00:00 AM,WEEK,8,2024,267.50,EUR,2/3/2025 4:09 AM,
CUST-001009,SalesCommission#WEEK#2024#11,SalesCommission,3/11/2024 12:00:00 AM,WEEK,11,2024,298.75,EUR,2/3/2025 4:09 AM,27/9/2024 3:03 AM
CUST-001009,SalesCommission#WEEK#2024#17,SalesCommission,4/22/2024 12:00:00 AM,WEEK,17,2024,78.40,EUR,2/3/2025 4:09 AM,
CUST-001009,SalesCommission#WEEK#2024#22,SalesCommission,5/27/2024 12:00:00 AM,WEEK,22,2024,189.45,EUR,2/3/2025 4:09 AM,
CUST-001009,SalesCommission#WEEK#2024#25,SalesCommission,6/17/2024 12:00:00 AM,WEEK,25,2024,156.90,EUR,2/3/2025 4:09 AM,
CUST-001009,SalesCommission#WEEK#2024#28,SalesCommission,7/8/2024 12:00:00 AM,WEEK,28,2024,56.90,EUR,2/3/2025 4:09 AM,
CUST-001009,SalesCommission#WEEK#2024#32,SalesCommission,8/5/2024 12:00:00 AM,WEEK,32,2024,223.80,EUR,2/3/2025 4:09 AM,
CUST-001009,SalesCommission#WEEK#2024#36,SalesCommission,9/2/2024 12:00:00 AM,WEEK,36,2024,98.60,EUR,2/3/2025 4:09 AM,
CUST-001009,SalesCommission#WEEK#2024#40,SalesCommission,9/30/2024 12:00:00 AM,WEEK,40,2024,267.50,EUR,2/3/2025 4:09 AM,
CUST-001009,SalesCommission#WEEK#2024#46,SalesCommission,11/11/2024 12:00:00 AM,WEEK,46,2024,38.75,EUR,2/3/2025 4:09 AM,
CUST-001009,SalesCommission#WEEK#2024#49,SalesCommission,12/2/2024 12:00:00 AM,WEEK,49,2024,189.45,EUR,2/3/2025 4:09 AM,
CUST-001009,SalesCommission#WEEK#2025#1,SalesCommission,12/30/2024 12:00:00 AM,WEEK,1,2025,134.20,EUR,16/1/2025 1:05:48 AM,13/11/2025 7:00 AM
CUST-001009,SalesCommission#WEEK#2025#9,SalesCommission,2/24/2025 12:00:00 AM,WEEK,9,2025,298.75,EUR,28/2/2025 2:00:24 AM,
CUST-001010,SalesCommission#WEEK#2024#3,SalesCommission,1/15/2024 12:00:00 AM,WEEK,3,2024,223.80,EUR,2/3/2025 4:09 AM,
